,C10 14�J�B��02�B��q�y�ʤ���,C10 14�J�B��02�]�o��1�ͪ�ū�,C10 14�J�B��02�N����2�ͪ�ū�,C10 14�J �B���N�o��ŮtPID PV��,CR1 C/T To 14�J�B���N�o���503,L8BH L70 Outside Air Enthalpy
2020/5/2 17:50,63.7,2.01,1.53,6.11,28.21,60.21
2020/5/2 18:00,62.9,2.01,1.53,5.98,27.98,59.67
2020/5/2 18:10,63,2.01,1.53,5.88,28.2,58.95
2020/5/2 18:20,62.56,2.01,1.53,5.88,28.2,58.77
2020/5/2 18:30,62.31,2.01,1.53,5.88,28.3,58.82
2020/5/2 18:40,62.35,2.01,1.53,5.98,28.3,58.77
2020/5/2 18:50,62.5,2.01,1.53,5.98,28.3,58.99
2020/5/2 19:00,62.3,2.01,1.53,5.98,28.3,59.12
2020/5/2 19:10,62.5,2.01,1.53,5.98,28.3,58.78
2020/5/2 19:20,62.7,2.01,1.53,5.98,28.3,59.2
2020/5/2 19:30,62.7,2.01,1.53,6.08,28.3,59.74
2020/5/2 19:40,62.81,2.01,1.53,6.08,28.3,59.61
2020/5/2 19:50,62.65,2.01,1.53,5.97,28.3,59.86
2020/5/2 20:00,62.9,2.01,1.53,5.97,28.3,59.73
2020/5/2 20:10,62.6,2.01,1.53,5.94,28.3,60.01
2020/5/2 20:20,62.75,2.01,1.53,5.94,28.3,60.23
2020/5/2 20:30,62.9,2.01,1.53,5.94,28.3,60.8
2020/5/2 20:40,63,2.01,1.53,6.04,28.3,61.37
2020/5/2 20:50,63.11,2.01,1.53,6.04,28.3,61.94
2020/5/2 21:00,63.5,2.01,1.53,6.04,28.3,62.18
2020/5/2 21:10,63.95,2.01,1.53,6.04,28.3,62.45
2020/5/2 21:20,64.3,2.01,1.53,6.04,28.3,62.48
2020/5/2 21:30,64.25,2.01,1.53,6.04,28.3,62.51
2020/5/2 21:40,64.5,2.01,1.53,5.8,28.63,61.61
2020/5/2 21:50,64.45,2.01,1.53,6.39,28.28,61.13
2020/5/2 22:00,63.95,2.01,1.53,6.16,27.95,60.7
2020/5/2 22:10,62.9,2.01,1.53,5.84,27.85,60.97
2020/5/2 22:20,62.81,2.01,1.53,5.61,28.2,60.97
2020/5/2 22:30,63.05,2.01,1.53,5.72,28.43,60.92
2020/5/2 22:40,62.95,2.01,1.53,6.08,28.27,60.88
2020/5/2 22:50,62.81,2.01,1.53,5.97,28.28,60.81
2020/5/2 23:00,62.65,2.01,1.53,6.08,28.17,60.9
2020/5/2 23:10,62.85,2.01,1.53,5.98,28.17,61
2020/5/2 23:20,62.75,2.01,1.53,5.98,28.07,60.93
2020/5/2 23:30,62.9,2.01,1.53,5.87,28.17,61.18
2020/5/2 23:40,62.8,2.01,1.53,5.98,28.17,61.33
2020/5/2 23:50,62.9,2.01,1.53,5.87,28.37,61.59
2020/5/3 00:00,62.9,2.01,1.53,6.09,28.37,61.93
2020/5/3 00:10,63.09,2.01,1.53,6.09,28.27,61.93
2020/5/3 00:20,63.05,2.01,1.53,5.98,28.37,62.14
2020/5/3 00:30,63.15,2.01,1.53,6.08,28.27,62.08
2020/5/3 00:40,62.9,2.01,1.53,6.08,28.17,62.26
2020/5/3 00:50,62.8,2.01,1.53,5.96,28.17,62.27
2020/5/3 01:00,62.85,2.01,1.53,5.96,28.17,62.15
2020/5/3 01:10,62.6,2.01,1.53,6.07,28.07,62.22
2020/5/3 01:20,62.55,2.01,1.53,5.94,28.17,62.28
2020/5/3 01:30,61.75,2.01,1.53,6.05,28.07,62.19
2020/5/3 01:40,62.05,2.01,1.53,5.95,28.07,61.85
2020/5/3 01:50,62.2,2.01,1.53,5.95,28.2,61.65
2020/5/3 02:00,62.2,2.01,1.53,6.06,28.3,61.7
2020/5/3 02:10,62.1,2.01,1.53,6.04,28.3,61.83
2020/5/3 02:20,62.1,2.01,1.53,6.04,28.3,61.89
2020/5/3 02:30,62.1,2.01,1.53,6.04,28.3,62.06
2020/5/3 02:40,62.05,2.01,1.53,6.04,28.3,62.27
2020/5/3 02:50,62.05,2.01,1.53,6.05,28.2,62.17
2020/5/3 03:00,62,2.01,1.53,6.05,28.2,62.07
2020/5/3 03:10,62.1,2.01,1.53,6.05,28.1,62.07
2020/5/3 03:20,61.81,2.01,1.53,6.05,28.1,61.89
2020/5/3 03:30,61.99,2.01,1.53,6.06,27.99,61.6
2020/5/3 03:40,62.05,2.01,1.53,5.79,28.23,61.27
2020/5/3 03:50,62.05,2.01,1.53,6,28.23,60.94
2020/5/3 04:00,62.01,2.01,1.53,6.1,28.23,60.52
2020/5/3 04:10,62.05,2.01,1.53,6,28.23,60.32
2020/5/3 04:20,61.9,2.01,1.53,6.14,28.12,60.3
2020/5/3 04:30,61.7,2.01,1.53,6,28.12,60.22
2020/5/3 04:40,61.86,2.01,1.53,5.9,28.02,60.3
2020/5/3 04:50,61.91,2.01,1.53,5.9,28.12,60.13
2020/5/3 05:00,62,2.01,1.53,5.9,28.23,59.81
2020/5/3 05:10,61.5,2.01,1.53,6.11,28.02,59.93
2020/5/3 05:20,61.6,2.01,1.53,5.98,28.12,60.26
2020/5/3 05:30,61.7,2.01,1.53,5.98,28.24,60.66
2020/5/3 05:40,61.75,2.01,1.53,5.97,28.34,61.11
2020/5/3 05:50,61.7,2.01,1.53,6.08,28.24,61.18
2020/5/3 06:00,62.2,2.01,1.42,5.87,28.56,61.38
2020/5/3 06:10,62.35,2.01,1.42,6.33,28.36,61.61
2020/5/3 06:20,62.15,2.01,1.42,6.16,27.99,62.82
2020/5/3 06:30,62.19,2.01,1.42,5.8,28.1,64
2020/5/3 06:40,63.15,2.01,1.42,5.9,28.2,64.76
2020/5/3 06:50,63.19,2.01,1.53,6,28.3,65.88
2020/5/3 07:00,64.21,2.01,1.53,6,28.52,66.58
2020/5/3 07:10,64.05,2.01,1.53,6.26,28.2,66.34
2020/5/3 07:20,63.65,2.01,1.53,6.05,28.08,66.18
2020/5/3 07:30,63.45,2.01,1.53,6.05,27.98,64.86
2020/5/3 07:40,63.5,2.01,1.53,5.82,28.08,64.49
2020/5/3 07:50,63.45,2.01,1.53,5.82,28.3,64.54
2020/5/3 08:00,63.15,2.01,1.53,6.03,28.31,64.47
2020/5/3 08:10,62.95,2.01,1.53,6.03,28.21,63.92
2020/5/3 08:20,62.8,2.01,1.53,5.79,28.2,64.9
2020/5/3 08:30,62.75,2.01,1.53,6.01,28.2,65.21
2020/5/3 08:40,62.81,2.01,1.53,6.01,28.2,66.16
2020/5/3 08:50,63.51,2.01,1.53,6.01,28.2,67.6
2020/5/3 09:00,64.29,2.01,1.53,6.11,28.2,68.94
2020/5/3 09:10,64.3,2.01,1.53,6.14,28.2,66.71
2020/5/3 09:20,64.5,2.01,1.53,6.03,28.2,67.24
2020/5/3 09:30,64.45,2.01,1.53,6.03,28.31,68.48
2020/5/3 09:40,64.06,2.01,1.53,6.03,28.21,68.17
2020/5/3 09:50,63.65,2.01,1.53,5.89,28.21,68.48
2020/5/3 10:00,63.5,2.01,1.53,5.99,28.21,67.87
2020/5/3 10:10,62.8,2.01,1.53,6.09,28.08,67.84
2020/5/3 10:20,61.85,2.01,1.53,5.79,28.07,66.66
2020/5/3 10:30,61.4,2.01,1.53,5.79,28.17,66.96
2020/5/3 10:40,61.7,2.01,1.42,5.7,28.41,67.68
2020/5/3 10:50,61.65,2.01,1.42,6.2,28.31,67.15
2020/5/3 11:00,61.75,2.01,1.42,5.99,28.2,70.82
2020/5/3 11:10,63.9,2.01,1.53,6.1,28.41,71.89
2020/5/3 11:20,65.4,2.01,1.53,6.33,28.41,72.24
2020/5/3 11:30,65.7,2.01,1.63,6.32,28.21,70.11
2020/5/3 11:40,65.65,2.12,1.63,6.08,28.08,71.66
2020/5/3 11:50,65.55,2.12,1.63,6.08,28.2,72.77
2020/5/3 12:00,65.4,2.12,1.63,5.96,28.2,72.3
2020/5/3 12:10,65.35,2.12,1.63,5.96,28.2,71.82
2020/5/3 12:20,65.4,2.12,1.63,5.96,28.2,71.95
2020/5/3 12:30,65.7,2.12,1.63,5.96,28.3,72.51
2020/5/3 12:40,65.75,2.12,1.63,6.11,28.3,71.54
2020/5/3 12:50,65.65,2.12,1.63,6,28.3,71.5
2020/5/3 13:00,65.85,2.12,1.63,6,28.3,72.06
2020/5/3 13:10,65.71,2.12,1.63,6,28.3,71.79
2020/5/3 13:20,65.6,2.12,1.63,6,28.3,71.83
2020/5/3 13:30,65.6,2.12,1.63,6,28.3,71.84
2020/5/3 13:40,65.69,2.12,1.63,6.11,28.3,72.07
2020/5/3 13:50,65.8,2.12,1.63,6.11,28.2,72.24
2020/5/3 14:00,66.05,2.12,1.63,6,28.2,72.09
2020/5/3 14:10,66.35,2.12,1.63,6,28.3,72.58
2020/5/3 14:20,66.5,2.12,1.63,5.95,28.3,72.12
2020/5/3 14:30,66.55,2.12,1.63,6.08,28.3,71.86
2020/5/3 14:40,66.5,2.12,1.63,5.96,28.3,71.3
2020/5/3 14:50,66.6,2.12,1.63,5.96,28.3,71.35
2020/5/3 15:00,66.3,2.12,1.63,6.08,28.2,70.92
2020/5/3 15:10,66.46,2.12,1.63,5.97,28.2,71.09
2020/5/3 15:20,66.21,2.12,1.63,5.89,28.21,71.35
2020/5/3 15:30,65.6,2.12,1.63,5.99,28.08,71
2020/5/3 15:40,65.45,2.12,1.63,5.99,28.08,70.94
2020/5/3 15:50,65.3,2.12,1.63,5.89,28.08,70.74
2020/5/3 16:00,65.71,2.12,1.63,6,28.08,70.54
2020/5/3 16:10,65.9,2.12,1.63,6,28.08,70.62
2020/5/3 16:20,66.25,2.12,1.63,6,28.08,70.01
2020/5/3 16:30,66.9,2.12,1.63,6.11,28.08,69.45
2020/5/3 16:40,67.05,2.12,1.63,6.11,28.08,69.13
2020/5/3 16:50,67.2,2.12,1.63,5.97,28.2,68.91
2020/5/3 17:00,67.65,2.12,1.63,6.07,28.2,68.53
2020/5/3 17:10,67.81,2.12,1.63,6.09,28.3,68.63
2020/5/3 17:20,67.9,2.12,1.63,6.09,28.3,68.58
2020/5/3 17:30,67.31,2.12,1.63,5.96,28.07,67.95
2020/5/3 17:40,66.6,2.12,1.63,5.84,28.07,67.53
2020/5/3 17:50,65.85,2.12,1.63,5.96,28.07,66.98
2020/5/3 18:00,65.85,2.12,1.63,5.96,28.07,66.76
2020/5/3 18:10,65.25,2.12,1.63,5.96,28.07,66.52
2020/5/3 18:20,65.35,2.12,1.63,5.93,28.17,65.94
2020/5/3 18:30,65.5,2.12,1.63,5.93,28.17,65.68
2020/5/3 18:40,65.75,2.12,1.63,6.04,28.17,65.34
2020/5/3 18:50,65.95,2.12,1.63,6.04,28.17,64.99
2020/5/3 19:00,66,2.12,1.63,6.04,28.17,65.02
2020/5/3 19:10,66.15,2.12,1.63,6.04,28.17,64.98
2020/5/3 19:20,66.19,2.12,1.63,6.04,28.17,64.83
2020/5/3 19:30,65.95,2.12,1.63,6.04,28.17,64.64
2020/5/3 19:40,66,2.12,1.63,6.04,28.17,63.95
2020/5/3 19:50,65.85,2.12,1.63,5.94,28.07,63.86
2020/5/3 20:00,65.65,2.12,1.63,5.94,28.07,63.77
2020/5/3 20:10,62.4,2.12,1.52,5.81,28.17,63.87
2020/5/3 20:20,60.5,2.01,1.42,5.91,28.17,63.63
2020/5/3 20:30,59.15,2.01,1.42,5.89,28.07,64.03
2020/5/3 20:40,58.65,2.01,1.31,5.79,28.17,64.41
2020/5/3 20:50,58.35,2.01,1.31,5.9,28.27,64.75
2020/5/3 21:00,58.3,2.01,1.31,6.02,28.27,64.97
2020/5/3 21:10,58.5,2.01,1.31,6.02,28.27,65.37
2020/5/3 21:20,58.5,2.01,1.31,6,28.27,65.86
2020/5/3 21:30,59.05,2.01,1.31,6,28.27,65.53
2020/5/3 21:40,59.04,2.01,1.31,6.11,28.27,65.08
2020/5/3 21:50,58.99,2.01,1.31,6.11,28.02,65
2020/5/3 22:00,59.1,2.01,1.31,5.87,28.12,64.52
2020/5/3 22:10,58.95,2.01,1.31,5.97,28.12,64.72
2020/5/3 22:20,59,2.01,1.31,5.97,28.12,64.23
2020/5/3 22:30,59.09,2.01,1.31,5.97,28.12,64.08
2020/5/3 22:40,58.9,2.01,1.31,5.97,28.12,64.08
2020/5/3 22:50,59,2.01,1.31,5.97,28.12,63.73
2020/5/3 23:00,58.95,2.01,1.31,6.08,28.12,63.7
2020/5/3 23:10,59.15,2.01,1.31,6.08,28.12,63.77
2020/5/3 23:20,58.79,2.01,1.31,5.97,28.12,63.63
2020/5/3 23:30,58.75,2.01,1.31,5.97,28.12,63.64
2020/5/3 23:40,58.55,2.01,1.31,5.97,28.12,63.89
2020/5/3 23:50,58.55,2.01,1.31,5.97,28.12,64.11
2020/5/4 00:00,58.55,2.01,1.31,6.08,28.12,64.16
2020/5/4 00:10,58.55,2.01,1.31,5.95,28.12,63.75
2020/5/4 00:20,58.69,2.01,1.31,5.95,28.23,63.78
2020/5/4 00:30,58.95,2.01,1.31,6.05,28.23,63.97
2020/5/4 00:40,59.4,2.01,1.31,6.05,28.24,64.06
2020/5/4 00:50,59.1,2.01,1.31,6.05,28.24,64.04
2020/5/4 01:00,58.9,2.01,1.31,6.05,28.24,63.96
2020/5/4 01:10,58.4,2.01,1.31,6.05,28.14,63.31
2020/5/4 01:20,58.15,2.01,1.31,5.95,28.14,63.33
2020/5/4 01:30,57.4,2.01,1.31,6.05,27.99,63.46
2020/5/4 01:40,57.7,2.01,1.31,5.71,28.21,63.42
2020/5/4 01:50,57.7,2.01,1.31,5.95,28.31,63.54
2020/5/4 02:00,57.8,2.01,1.31,6.05,28.31,63.61
2020/5/4 02:10,57.65,2.01,1.31,6.17,28.08,63.6
2020/5/4 02:20,57.25,2.01,1.31,5.95,27.86,63.4
2020/5/4 02:30,57,2.01,1.31,5.95,27.88,63.34
2020/5/4 02:40,57.31,2.01,1.31,5.92,27.98,63.46
2020/5/4 02:50,57.45,2.01,1.31,5.92,28.1,63.73
2020/5/4 03:00,57.1,2.01,1.31,6.05,27.99,63.67
2020/5/4 03:10,57.35,2.01,1.31,5.95,28.12,63.74
2020/5/4 03:20,57.25,2.01,1.31,6.07,28.02,64
2020/5/4 03:30,58.2,2.01,1.31,5.87,28.24,64.56
2020/5/4 03:40,59.1,2.01,1.31,6.23,28.24,64.42
2020/5/4 03:50,59.2,2.01,1.31,6.23,28.02,64.21
2020/5/4 04:00,58.85,2.01,1.31,6.13,27.81,64.05
2020/5/4 04:10,58.54,2.01,1.31,5.88,27.81,63.95
2020/5/4 04:20,58.95,2.01,1.31,5.89,28.01,64.07
2020/5/4 04:30,58.81,2.01,1.31,5.9,28.12,64.09
2020/5/4 04:40,58.8,2.01,1.31,6.11,28.12,63.92
2020/5/4 04:50,58.75,2.01,1.31,6,28.12,64.19
2020/5/4 05:00,58.5,2.01,1.31,6,28.02,64.15
2020/5/4 05:10,58.15,2.01,1.31,6,28.01,64.02
2020/5/4 05:20,57.85,2.01,1.31,6,28.01,63.72
2020/5/4 05:30,57.6,2.01,1.31,6,27.91,63.43
2020/5/4 05:40,57.5,2.01,1.31,5.88,27.91,63.44
2020/5/4 05:50,57.31,2.01,1.31,6.11,27.88,63.39
2020/5/4 06:00,57.5,2.01,1.31,6.01,27.98,63.3
2020/5/4 06:10,57.4,2.01,1.31,6.01,27.86,63.38
2020/5/4 06:20,57.45,2.01,1.31,5.91,27.86,63.78
2020/5/4 06:30,57.55,2.01,1.31,5.91,28.08,64.37
2020/5/4 06:40,57.55,2.01,1.31,6.03,27.98,64.73
2020/5/4 06:50,57.55,2.01,1.31,6.03,28.08,64.62
2020/5/4 07:00,57.8,2.01,1.31,5.93,28.08,65.33
2020/5/4 07:10,57.8,2.01,1.31,6.03,28.08,66
2020/5/4 07:20,57.69,2.01,1.31,5.92,28.08,66.69
2020/5/4 07:30,57.59,2.01,1.31,5.92,28.08,67.21
2020/5/4 07:40,57.7,2.01,1.31,6.03,28.08,68.17
2020/5/4 07:50,58.45,2.01,1.31,5.91,28.2,68.31
2020/5/4 08:00,58.29,2.01,1.31,6.39,27.95,68.87
2020/5/4 08:10,58.85,2.01,1.31,6.05,27.95,68.99
2020/5/4 08:20,59.2,2.01,1.31,6.06,28.05,69.26
2020/5/4 08:30,58.94,2.01,1.31,6.07,27.95,70.15
2020/5/4 08:40,59.1,2.01,1.31,6.16,27.85,69.85
2020/5/4 08:50,59.29,2.01,1.31,5.91,27.94,68.99
2020/5/4 09:00,59.2,2.01,1.31,6.01,27.94,69.88
2020/5/4 09:10,59.4,2.01,1.31,5.9,28.05,70.14
2020/5/4 09:20,59.55,2.01,1.31,6.03,28.05,70.16
2020/5/4 09:30,59.7,2.01,1.31,5.92,28.15,71.2
2020/5/4 09:40,59.7,2.01,1.31,6.13,27.95,70.16
2020/5/4 09:50,59.31,2.01,1.31,6.03,27.85,70.21
2020/5/4 10:00,59.45,2.01,1.31,5.93,27.85,70.24
2020/5/4 10:10,59.45,2.01,1.31,5.93,27.88,70.41
2020/5/4 10:20,59.25,2.01,1.31,5.93,27.98,69.85
2020/5/4 10:30,59.05,2.01,1.31,6.04,27.98,69.66
2020/5/4 10:40,59.5,2.01,1.31,5.24,29.04,68.11
2020/5/4 10:50,60.75,1.9,1.31,6.2,29.59,68.39
2020/5/4 11:00,60,1.9,1.31,6.61,28.88,68.05
2020/5/4 11:10,59.51,1.9,1.31,5.97,28.78,67.65
2020/5/4 11:20,59.5,1.9,1.31,5.84,28.99,69.11
2020/5/4 11:30,59.6,1.9,1.31,5.95,28.99,69.03
2020/5/4 11:40,59.35,1.9,1.31,6.16,28.79,67.27
2020/5/4 11:50,59.05,1.9,1.31,5.91,28.8,65.36
2020/5/4 12:00,59.6,1.9,1.31,5.81,29.33,65.9
2020/5/4 12:10,59.15,1.9,1.31,6.24,29.01,66.22
2020/5/4 12:20,59.55,1.9,1.31,6.09,29.14,68.07
2020/5/4 12:30,60.15,1.9,1.31,5.95,29.14,71.96
2020/5/4 12:40,61.6,1.9,1.31,6.17,29.14,72.46
2020/5/4 12:50,62.2,2,1.31,6.32,29.04,73.27
2020/5/4 13:00,62.95,2,1.42,6.08,29.04,73.76
2020/5/4 13:10,63.5,2,1.42,6.08,29.14,73.18
2020/5/4 13:20,63.4,2,1.42,6.08,29.14,73.17
2020/5/4 13:30,63.05,2,1.42,6.08,29.02,71.9
2020/5/4 13:40,62.8,2,1.42,5.97,28.92,72.17
2020/5/4 13:50,62.79,2,1.42,5.97,29.02,72.12
2020/5/4 14:00,62.75,2,1.42,5.97,29.02,71.63
2020/5/4 14:10,62.4,2,1.42,5.97,29.02,71.54
2020/5/4 14:20,61.81,2,1.42,6.08,28.92,70.46
2020/5/4 14:30,61.55,2,1.42,5.93,28.92,70.64
2020/5/4 14:40,61.35,2,1.42,5.93,28.92,70.92
2020/5/4 14:50,61.45,2,1.42,5.93,28.92,71.17
2020/5/4 15:00,61.25,2,1.42,6.14,28.7,71.18
2020/5/4 15:10,61.05,2,1.42,5.77,28.95,67.75
2020/5/4 15:20,61.24,2,1.42,5.87,29.07,68.49
2020/5/4 15:30,61.3,2,1.42,5.99,29.07,68.29
2020/5/4 15:40,61.1,2,1.42,5.99,29.07,68.72
2020/5/4 15:50,61.1,2,1.42,6.09,29.07,68.76
2020/5/4 16:00,61.15,2,1.42,5.97,29.07,69.19
2020/5/4 16:10,61.2,1.97,1.34,5.97,29.18,69.23
2020/5/4 16:20,61.35,1.97,1.34,5.97,29.18,69.94
2020/5/4 16:30,61.15,1.97,1.34,6.08,29.08,69.1
2020/5/4 16:40,61.1,1.97,1.34,5.86,29.07,69.61
2020/5/4 16:50,61.2,1.97,1.34,5.96,29.07,69.35
2020/5/4 17:00,61.3,1.97,1.34,5.96,29.07,70.31
2020/5/4 17:10,61.65,1.97,1.34,5.96,29.17,71.09
2020/5/4 17:20,62.1,1.97,1.34,6.18,28.94,70.59
2020/5/4 17:30,62.25,1.97,1.34,6.05,29.04,70.5
2020/5/4 17:40,62.05,1.97,1.34,6.05,28.94,69.43
2020/5/4 17:50,62,1.97,1.34,6.05,28.94,68.52
2020/5/4 18:00,61.95,1.97,1.34,5.95,28.82,68.49
2020/5/4 18:10,62,1.97,1.34,5.84,29.02,68.11
2020/5/4 18:20,61.96,1.97,1.34,5.95,29.02,68.22
2020/5/4 18:30,62,1.97,1.34,5.95,29.14,67.98
2020/5/4 18:40,61.95,1.97,1.34,6.05,29.14,67.79
2020/5/4 18:50,61.9,1.97,1.34,6.05,29.04,67.72
2020/5/4 19:00,61.85,1.97,1.34,6.05,28.94,67.58
2020/5/4 19:10,61.9,1.97,1.34,5.95,28.94,66.71
2020/5/4 19:20,61.81,1.97,1.34,6.05,28.94,66.04
2020/5/4 19:30,61.35,1.97,1.34,6.05,28.94,65.81
2020/5/4 19:40,61.35,1.97,1.34,6.05,28.82,65.57
2020/5/4 19:50,61.5,1.97,1.34,5.84,28.92,65.71
2020/5/4 20:00,61.4,1.97,1.34,5.95,29.02,65.56
2020/5/4 20:10,61.6,1.97,1.34,5.95,29.02,65.38
2020/5/4 20:20,61.65,1.97,1.34,6.05,29.04,65.04
2020/5/4 20:30,61.45,1.97,1.34,6.07,29.04,64.79
2020/5/4 20:40,61.35,1.97,1.34,6.07,29.04,63.95
2020/5/4 20:50,61.2,1.97,1.34,6.07,28.94,63.9
2020/5/4 21:00,60.55,1.97,1.34,6.07,28.82,63.91
2020/5/4 21:10,60.45,1.97,1.34,5.74,28.92,63.6
2020/5/4 21:20,60.45,1.97,1.34,5.97,29.02,63.54
2020/5/4 21:30,60.15,1.97,1.34,5.97,29.02,63.53
2020/5/4 21:40,60.25,1.97,1.34,5.97,29.14,63.69
2020/5/4 21:50,60.05,1.97,1.34,6.09,29.04,63.71
2020/5/4 22:00,60.2,1.97,1.34,5.97,29.14,63.6
2020/5/4 22:10,59.5,1.97,1.34,5.97,29.04,63.2
2020/5/4 22:20,58.74,1.97,1.34,5.97,28.94,63.15
2020/5/4 22:30,58.59,1.97,1.34,5.97,28.94,63.02
2020/5/4 22:40,58.65,1.97,1.34,5.74,29.02,62.75
2020/5/4 22:50,58.69,1.97,1.34,5.95,29.02,62.86
2020/5/4 23:00,58.7,1.97,1.34,6.05,28.92,62.71
2020/5/4 23:10,58.59,1.97,1.34,5.95,29.02,62.59
2020/5/4 23:20,58.7,1.97,1.34,6.05,29.02,62.41
2020/5/4 23:30,58.99,1.97,1.34,6.05,29.02,61.98
2020/5/4 23:40,59.05,1.97,1.34,6.05,29.02,61.89
2020/5/4 23:50,59,1.97,1.34,6.05,29.02,62.02
2020/5/5 00:00,59.05,1.97,1.34,5.93,29.02,62.14
2020/5/5 00:10,59.45,1.97,1.34,6.03,29.02,62.56
2020/5/5 00:20,59.55,1.97,1.34,6.03,29.14,62.89
2020/5/5 00:30,59.75,1.97,1.34,6.03,29.14,63.21
2020/5/5 00:40,59.8,1.97,1.34,6.13,29.04,63.66
2020/5/5 00:50,59.6,1.97,1.34,6.13,29.04,63.85
2020/5/5 01:00,59.8,1.97,1.34,5.92,28.92,64.01
2020/5/5 01:10,59.5,1.97,1.34,5.82,29.02,64.6
2020/5/5 01:20,60.05,1.97,1.34,5.94,29.35,64.59
2020/5/5 01:30,59.8,1.97,1.34,6.26,28.92,64.67
2020/5/5 01:40,59.35,1.97,1.34,5.82,28.7,64.84
2020/5/5 01:50,60,1.97,1.34,5.71,29.15,65.1
2020/5/5 02:00,59.85,1.97,1.34,6.05,29.15,64.99
2020/5/5 02:10,59.75,1.97,1.34,6.15,29.04,64.92
2020/5/5 02:20,59.45,1.97,1.34,6.15,28.82,64.51
2020/5/5 02:30,59.1,1.97,1.34,5.92,28.82,64.25
2020/5/5 02:40,58.9,1.97,1.34,5.92,28.92,64.23
2020/5/5 02:50,59.15,1.97,1.34,5.92,29.02,64.28
2020/5/5 03:00,59.4,1.97,1.34,6.03,29.02,64.74
2020/5/5 03:10,59.25,1.97,1.34,6.03,29.02,64.61
2020/5/5 03:20,59.85,1.97,1.34,5.94,29.35,64.65
2020/5/5 03:30,59.75,1.97,1.34,6.28,29.04,64.54
2020/5/5 03:40,59.55,1.97,1.34,6.05,28.82,64.7
2020/5/5 03:50,59.45,1.97,1.34,5.83,28.92,64.66
2020/5/5 04:00,59.7,1.97,1.34,5.83,29.24,64.65
2020/5/5 04:10,59.7,1.97,1.34,6.15,29.14,64.61
2020/5/5 04:20,59.65,1.97,1.34,6.05,29.04,64.67
2020/5/5 04:30,59.3,1.97,1.34,5.92,28.92,64.54
2020/5/5 04:40,59.5,1.97,1.34,5.92,28.92,64.39
2020/5/5 04:50,59.5,1.97,1.34,5.92,28.92,64.17
2020/5/5 05:00,59.69,1.97,1.34,5.92,28.92,64.02
2020/5/5 05:10,59.4,1.97,1.34,5.91,29.02,63.97
2020/5/5 05:20,59.7,1.97,1.34,6.01,29.02,63.92
2020/5/5 05:30,59.75,1.97,1.34,6.01,29.02,63.82
2020/5/5 05:40,59.75,1.97,1.34,6.01,29.02,63.9
2020/5/5 05:50,59.35,1.97,1.34,6,28.94,63.92
2020/5/5 06:00,59.55,1.97,1.34,6,28.94,64.06
2020/5/5 06:10,59.49,1.97,1.34,6,29.04,63.89
2020/5/5 06:20,59.65,1.97,1.34,6,29.04,63.92
2020/5/5 06:30,58.9,1.97,1.34,6.11,28.94,64.65
2020/5/5 06:40,58.85,1.97,1.34,5.9,28.94,64.88
2020/5/5 06:50,58.75,1.97,1.34,5.9,29.04,65.03
2020/5/5 07:00,58.85,1.97,1.34,6.03,29.14,65.92
2020/5/5 07:10,58.95,1.97,1.34,6.13,29.04,66.4
2020/5/5 07:20,59.1,1.97,1.34,6.13,28.82,66.54
2020/5/5 07:30,59.55,1.97,1.34,5.81,29.02,66.82
2020/5/5 07:40,60.05,1.97,1.34,6.01,29.14,67.45
2020/5/5 07:50,60.05,1.97,1.34,6.24,29.04,67.62
2020/5/5 08:00,59.95,1.97,1.34,5.91,28.92,68.72
2020/5/5 08:10,60.1,1.97,1.34,6.01,28.92,68.65
2020/5/5 08:20,60.06,1.97,1.34,6.02,28.92,69.21
2020/5/5 08:30,59.85,1.97,1.34,5.92,28.92,69.09
2020/5/5 08:40,59.7,1.97,1.34,6.02,28.82,68.52
2020/5/5 08:50,59.35,1.97,1.34,5.9,28.94,67.91
2020/5/5 09:00,59,1.97,1.34,5.9,29.14,67.93
2020/5/5 09:10,58.6,1.97,1.34,6.02,29.04,66.96
2020/5/5 09:20,58.15,1.97,1.34,5.92,28.94,66.28
2020/5/5 09:30,58.05,1.97,1.34,5.89,28.82,66.24
2020/5/5 09:40,57.99,1.97,1.34,5.79,29.14,66.29
2020/5/5 09:50,58.15,1.97,1.34,5.82,29.35,66.53
2020/5/5 10:00,57.84,1.86,1.34,6.47,28.82,66.58
2020/5/5 10:10,57.6,1.86,1.34,6.14,28.6,65.92
2020/5/5 10:20,57.7,1.86,1.34,5.61,29.02,66.67
2020/5/5 10:30,58.2,1.86,1.34,6.07,29.14,67.02
2020/5/5 10:40,59.06,1.86,1.34,6.45,29.04,66.48
2020/5/5 10:50,58.95,1.86,1.34,6.12,28.8,67.28
2020/5/5 11:00,59.05,1.86,1.34,5.9,28.92,68.16
2020/5/5 11:10,59.15,1.86,1.34,5.9,29.02,68.38
2020/5/5 11:20,59.55,1.86,1.34,6,29.14,67.82
2020/5/5 11:30,59.75,1.86,1.34,6.01,29.14,67.72
2020/5/5 11:40,59.75,1.86,1.34,6,29.24,70.21
2020/5/5 11:50,59.7,1.86,1.34,6.1,29.14,70.35
2020/5/5 12:00,59.45,1.86,1.34,6.1,28.94,71.08
2020/5/5 12:10,59.4,1.97,1.34,5.74,28.95,71.21
2020/5/5 12:20,60.1,1.97,1.34,6.08,28.95,70.97
